id_transaccion,indice_split,split,monto_final,es_anomalia,tipo_anomalia,split_sugerido,reconstruction_error,severidad,prediccion_anomalia
TRX-002515,552,prueba,5.94,0,normal,prueba,0.14253664,alta,1
TRX-002518,553,prueba,206.94,1,devolucion_monto_alto,prueba,1.1184297,alta,1
TRX-002522,554,prueba,-25.0,1,monto_inconsistente,prueba,0.20854676,alta,1
TRX-002524,468,validacion,7.31,0,normal,validacion,0.042424362,normal,0
TRX-002529,469,validacion,13.79,0,normal,validacion,0.047977235,normal,0
TRX-002530,555,prueba,3.54,0,normal,prueba,0.046530396,normal,0
TRX-002532,556,prueba,4.85,0,normal,prueba,0.052436315,normal,0
TRX-002533,470,validacion,16.51,0,normal,validacion,0.047416218,normal,0
TRX-002535,471,validacion,11.49,0,normal,validacion,0.04964805,normal,0
TRX-002536,557,prueba,39.71,0,normal,prueba,0.050511956,normal,0
TRX-002537,558,prueba,83.64,1,empleado_anulaciones_altas,prueba,0.27167323,alta,1
TRX-002538,472,validacion,12.72,0,normal,validacion,0.051049534,normal,0
TRX-002541,473,validacion,4.02,0,normal,validacion,0.03908348,normal,0
TRX-002543,474,validacion,10.51,1,venta_fuera_horario,validacion,0.094611324,media,1
TRX-002545,559,prueba,18.07,0,normal,prueba,0.046795923,normal,0
TRX-002547,475,validacion,4.21,0,normal,validacion,0.05266146,normal,0
TRX-002551,476,validacion,54.55,1,empleado_anulaciones_altas,validacion,0.17030957,alta,1
TRX-002552,477,validacion,0.0,1,monto_inconsistente,validacion,0.08270289,media,1
TRX-002553,478,validacion,43.86,0,normal,validacion,0.053467173,normal,0
TRX-002554,479,validacion,8.87,0,normal,validacion,0.036711987,normal,0
TRX-002563,480,validacion,81.98,1,devolucion_monto_alto,validacion,0.21922652,alta,1
TRX-002565,560,prueba,6.98,0,normal,prueba,0.045591503,normal,0
TRX-002568,561,prueba,1.22,0,normal,prueba,0.04384352,normal,0
TRX-002570,481,validacion,19.36,1,venta_fuera_horario,validacion,0.099524125,media,1
TRX-002571,562,prueba,183.1,1,monto_extremo,prueba,0.84329146,alta,1
TRX-002573,563,prueba,5.99,0,normal,prueba,0.051651258,normal,0
TRX-002574,482,validacion,28.79,0,normal,validacion,0.05438706,normal,0
TRX-002575,483,validacion,14.27,0,normal,validacion,0.048759714,normal,0
TRX-002576,564,prueba,1.05,0,normal,prueba,0.076384515,baja,1
TRX-002577,484,validacion,15.9,1,descuento_fuera_politica,validacion,0.33996552,alta,1
TRX-002580,485,validacion,15.4,0,normal,validacion,0.047084812,normal,0
TRX-002581,565,prueba,12.76,1,efectivo_descuento_alto,prueba,0.10016315,media,1
TRX-002584,486,validacion,13.41,0,normal,validacion,0.0384693,normal,0
TRX-002585,566,prueba,3.91,0,normal,prueba,0.04235105,normal,0
TRX-002587,567,prueba,8.02,1,efectivo_descuento_alto,prueba,0.14968356,alta,1
TRX-002588,487,validacion,220.0,1,devolucion_monto_alto,validacion,0.8417005,alta,1
TRX-002591,488,validacion,11.65,0,normal,validacion,0.04704828,normal,0
TRX-002599,568,prueba,329.69,1,monto_extremo,prueba,2.1838102,alta,1
TRX-002604,489,validacion,0.92,0,normal,validacion,0.053327583,normal,0
TRX-002609,490,validacion,25.32,0,normal,validacion,0.05113574,normal,0
TRX-002611,569,prueba,192.58,1,devolucion_monto_alto,prueba,0.68635356,alta,1
TRX-002613,570,prueba,411.83,1,monto_extremo,prueba,3.3709102,alta,1
TRX-002614,491,validacion,7.04,0,normal,validacion,0.042254973,normal,0
TRX-002620,492,validacion,8.67,0,normal,validacion,0.05173253,normal,0
TRX-002629,493,validacion,9.15,0,normal,validacion,0.04429132,normal,0
TRX-002632,571,prueba,6.35,0,normal,prueba,0.04023634,normal,0
TRX-002634,572,prueba,9.35,0,normal,prueba,0.053087562,normal,0
TRX-002636,573,prueba,11.11,0,normal,prueba,0.052421313,normal,0
TRX-002639,574,prueba,-25.0,1,monto_inconsistente,prueba,0.18719234,alta,1
TRX-002641,494,validacion,13.42,0,normal,validacion,0.047846988,normal,0
TRX-002642,575,prueba,74.03,1,empleado_anulaciones_altas,prueba,0.18487987,alta,1
TRX-002645,576,prueba,1.31,1,descuento_fuera_politica,prueba,0.27688736,alta,1
TRX-002647,495,validacion,10.88,0,normal,validacion,0.05706486,normal,0
TRX-002648,496,validacion,1.83,0,normal,validacion,0.047973447,normal,0
TRX-002651,577,prueba,11.45,1,venta_fuera_horario,prueba,0.06449109,baja,1
TRX-002652,497,validacion,29.07,0,normal,validacion,0.046304315,normal,0
TRX-002653,578,prueba,72.63,0,normal,prueba,0.040649235,normal,0
TRX-002656,579,prueba,70.91,1,venta_fuera_horario,prueba,0.09574592,media,1
TRX-002658,580,prueba,12.06,0,normal,prueba,0.05554399,normal,0
TRX-002659,581,prueba,-5.0,1,monto_inconsistente,prueba,0.08836089,media,1
TRX-002660,582,prueba,7.93,1,efectivo_descuento_alto,prueba,0.06592104,baja,1
TRX-002662,498,validacion,19.98,0,normal,validacion,0.051957686,normal,0
TRX-002663,583,prueba,197.21,1,devolucion_monto_alto,prueba,0.3576765,alta,1
TRX-002667,499,validacion,21.72,0,normal,validacion,0.043782536,normal,0
TRX-002675,584,prueba,4.53,0,normal,prueba,0.048756756,normal,0
TRX-002676,500,validacion,70.33,0,normal,validacion,0.05098054,normal,0
TRX-002677,585,prueba,0.0,1,monto_inconsistente,prueba,0.07031191,baja,1
TRX-002678,501,validacion,108.64,1,empleado_anulaciones_altas,validacion,0.25030828,alta,1
TRX-002683,502,validacion,0.67,1,descuento_fuera_politica,validacion,0.24350691,alta,1
TRX-002685,503,validacion,9.22,0,normal,validacion,0.0504349,normal,0
TRX-002687,504,validacion,3.06,0,normal,validacion,0.054330766,normal,0
TRX-002688,505,validacion,7.0,1,descuento_fuera_politica,validacion,0.103503406,media,1
TRX-002689,586,prueba,17.03,0,normal,prueba,0.0437914,normal,0
TRX-002690,506,validacion,34.15,1,empleado_anulaciones_altas,validacion,0.18085958,alta,1
TRX-002691,507,validacion,4.4,0,normal,validacion,0.05360236,normal,0
TRX-002695,587,prueba,4.39,1,descuento_fuera_politica,prueba,0.08401829,media,1
TRX-002696,508,validacion,1.0,0,normal,validacion,0.052629627,normal,0
TRX-002704,509,validacion,229.29,1,monto_extremo,validacion,1.4879007,alta,1
TRX-002705,588,prueba,17.82,0,normal,prueba,0.042063378,normal,0
TRX-002711,510,validacion,23.03,0,normal,validacion,0.040814113,normal,0
TRX-002712,511,validacion,3.54,0,normal,validacion,0.051027205,normal,0
TRX-002718,589,prueba,107.93,1,empleado_anulaciones_altas,prueba,0.29075804,alta,1
TRX-002719,590,prueba,19.34,0,normal,prueba,0.04751125,normal,0
TRX-002720,591,prueba,174.26,1,devolucion_monto_alto,prueba,0.72078633,alta,1
TRX-002722,592,prueba,-5.0,1,monto_inconsistente,prueba,0.060864132,normal,0
TRX-002726,593,prueba,9.43,0,normal,prueba,0.04925589,normal,0
TRX-002729,594,prueba,88.7,1,devolucion_monto_alto,prueba,0.2704198,alta,1
TRX-002730,512,validacion,12.19,0,normal,validacion,0.05366036,normal,0
TRX-002731,513,validacion,32.11,0,normal,validacion,0.04801608,normal,0
TRX-002732,514,validacion,3.54,1,venta_fuera_horario,validacion,0.12027475,alta,1
TRX-002734,595,prueba,23.39,0,normal,prueba,0.050856665,normal,0
TRX-002739,596,prueba,2.16,1,descuento_fuera_politica,prueba,0.13288195,alta,1
TRX-002741,597,prueba,2.52,0,normal,prueba,0.041209534,normal,0
TRX-002742,598,prueba,53.45,1,empleado_anulaciones_altas,prueba,0.11070505,alta,1
TRX-002743,599,prueba,6.98,0,normal,prueba,0.05770719,normal,0
TRX-002745,515,validacion,4.79,0,normal,validacion,0.048796065,normal,0
TRX-002747,600,prueba,37.51,1,empleado_anulaciones_altas,prueba,0.13399386,alta,1
TRX-002749,516,validacion,13.52,0,normal,validacion,0.046696283,normal,0
TRX-002750,601,prueba,13.35,1,descuento_fuera_politica,prueba,0.080100164,baja,1
TRX-002752,517,validacion,0.81,1,efectivo_descuento_alto,validacion,0.13910025,alta,1
TRX-002760,518,validacion,15.78,0,normal,validacion,0.054494992,normal,0
TRX-002762,519,validacion,1.37,0,normal,validacion,0.04548872,normal,0
TRX-002763,602,prueba,10.17,0,normal,prueba,0.06636391,baja,1
TRX-002764,603,prueba,22.12,0,normal,prueba,0.041464802,normal,0
TRX-002767,520,validacion,31.21,0,normal,validacion,0.05590789,normal,0
TRX-002768,604,prueba,16.98,0,normal,prueba,0.04928341,normal,0
TRX-002769,521,validacion,14.94,0,normal,validacion,0.05241601,normal,0
TRX-002773,605,prueba,1.02,1,descuento_fuera_politica,prueba,0.111825675,alta,1
TRX-002775,522,validacion,13.1,0,normal,validacion,0.045591127,normal,0
TRX-002784,606,prueba,2.67,0,normal,prueba,0.045852028,normal,0
TRX-002785,607,prueba,11.44,0,normal,prueba,0.043126997,normal,0
TRX-002789,608,prueba,3.71,0,normal,prueba,0.045395095,normal,0
TRX-002790,523,validacion,2.0,0,normal,validacion,0.051243834,normal,0
TRX-002794,524,validacion,7.06,0,normal,validacion,0.048338413,normal,0
TRX-002800,609,prueba,3.02,0,normal,prueba,0.04670159,normal,0
TRX-002802,610,prueba,5.61,1,venta_fuera_horario,prueba,0.09881441,media,1
TRX-002804,611,prueba,11.73,0,normal,prueba,0.05514031,normal,0
TRX-002807,612,prueba,299.0,1,monto_extremo,prueba,2.0397105,alta,1
TRX-002808,613,prueba,117.98,1,empleado_anulaciones_altas,prueba,0.43346033,alta,1
TRX-002813,525,validacion,4.4,0,normal,validacion,0.05115488,normal,0
TRX-002815,614,prueba,113.65,1,empleado_anulaciones_altas,prueba,0.39087117,alta,1
TRX-002817,526,validacion,4.9,1,venta_fuera_horario,validacion,0.12811413,alta,1
TRX-002820,615,prueba,1.67,0,normal,prueba,0.050492525,normal,0
TRX-002823,616,prueba,17.4,0,normal,prueba,0.03779064,normal,0
TRX-002825,617,prueba,12.86,1,efectivo_descuento_alto,prueba,0.076177135,baja,1
TRX-002827,618,prueba,9.53,0,normal,prueba,0.04976996,normal,0
TRX-002828,527,validacion,5.23,0,normal,validacion,0.05640729,normal,0
TRX-002829,619,prueba,1.71,0,normal,prueba,0.050971758,normal,0
TRX-002834,528,validacion,5.46,0,normal,validacion,0.047974512,normal,0
TRX-002839,620,prueba,294.5,1,monto_extremo,prueba,1.9187227,alta,1
TRX-002841,529,validacion,9.04,0,normal,validacion,0.05339468,normal,0
TRX-002844,530,validacion,1.51,0,normal,validacion,0.04868017,normal,0
TRX-002846,531,validacion,4.74,0,normal,validacion,0.045786604,normal,0
TRX-002851,621,prueba,3.8,0,normal,prueba,0.049711104,normal,0
TRX-002860,532,validacion,1.02,0,normal,validacion,0.05606323,normal,0
TRX-002861,622,prueba,3.44,0,normal,prueba,0.049360473,normal,0
TRX-002862,623,prueba,142.05,1,devolucion_monto_alto,prueba,0.376971,alta,1
TRX-002863,624,prueba,-25.0,1,monto_inconsistente,prueba,0.2849017,alta,1
TRX-002870,533,validacion,-12.0,1,monto_inconsistente,validacion,0.1070334,alta,1
TRX-002871,534,validacion,3.88,0,normal,validacion,0.038971648,normal,0
TRX-002872,535,validacion,3.1,0,normal,validacion,0.048934795,normal,0
TRX-002875,536,validacion,10.59,0,normal,validacion,0.04636812,normal,0
TRX-002880,625,prueba,25.62,1,venta_fuera_horario,prueba,0.124067575,alta,1
TRX-002883,537,validacion,2.42,0,normal,validacion,0.052909832,normal,0
TRX-002884,626,prueba,18.15,0,normal,prueba,0.050778523,normal,0
TRX-002885,627,prueba,7.59,0,normal,prueba,0.04413755,normal,0
TRX-002887,628,prueba,8.64,0,normal,prueba,0.038976308,normal,0
TRX-002891,538,validacion,1.94,1,efectivo_descuento_alto,validacion,0.13281123,alta,1
TRX-002896,539,validacion,12.54,0,normal,validacion,0.051411938,normal,0
TRX-002897,629,prueba,15.08,0,normal,prueba,0.048313882,normal,0
TRX-002899,630,prueba,11.93,0,normal,prueba,0.040540587,normal,0
TRX-002900,631,prueba,4.02,1,descuento_fuera_politica,prueba,0.23502222,alta,1
TRX-002901,540,validacion,146.31,1,devolucion_monto_alto,validacion,0.49452806,alta,1
TRX-002904,632,prueba,44.39,0,normal,prueba,0.05042936,normal,0
TRX-002905,633,prueba,3.73,0,normal,prueba,0.04334035,normal,0
TRX-002907,634,prueba,7.53,1,descuento_fuera_politica,prueba,0.2483635,alta,1
TRX-002908,635,prueba,185.58,1,monto_extremo,prueba,0.8991323,alta,1
TRX-002909,636,prueba,0.0,1,monto_inconsistente,prueba,0.06284934,normal,0
TRX-002910,541,validacion,36.34,0,normal,validacion,0.048914116,normal,0
TRX-002911,637,prueba,5.54,0,normal,prueba,0.045237172,normal,0
TRX-002912,638,prueba,-5.0,1,monto_inconsistente,prueba,0.08117141,baja,1
TRX-002915,542,validacion,1.27,0,normal,validacion,0.04336571,normal,0
TRX-002916,639,prueba,116.89,1,empleado_anulaciones_altas,prueba,0.27220854,alta,1
TRX-002917,543,validacion,2.05,1,efectivo_descuento_alto,validacion,0.11444334,alta,1
TRX-002919,544,validacion,9.68,0,normal,validacion,0.050445043,normal,0
TRX-002921,545,validacion,5.34,0,normal,validacion,0.0458037,normal,0
TRX-002928,546,validacion,4.47,0,normal,validacion,0.04921493,normal,0
TRX-002929,547,validacion,12.26,0,normal,validacion,0.050884105,normal,0
TRX-002931,548,validacion,175.72,1,monto_extremo,validacion,0.9296027,alta,1
TRX-002933,640,prueba,56.92,0,normal,prueba,0.054527145,normal,0
TRX-002937,549,validacion,3.52,0,normal,validacion,0.04362448,normal,0
TRX-002938,641,prueba,97.55,1,devolucion_monto_alto,prueba,0.25408298,alta,1
TRX-002939,550,validacion,20.83,0,normal,validacion,0.039932735,normal,0
TRX-002940,551,validacion,33.77,0,normal,validacion,0.05076412,normal,0
TRX-002944,642,prueba,8.71,0,normal,prueba,0.03728722,normal,0
TRX-002950,552,validacion,96.41,1,empleado_anulaciones_altas,validacion,0.2666884,alta,1
TRX-002952,553,validacion,5.78,0,normal,validacion,0.04878504,normal,0
TRX-002954,643,prueba,2.56,0,normal,prueba,0.04402285,normal,0
TRX-002955,554,validacion,24.09,0,normal,validacion,0.048297454,normal,0
TRX-002958,644,prueba,-25.0,1,monto_inconsistente,prueba,0.23629878,alta,1
TRX-002959,645,prueba,5.17,0,normal,prueba,0.05333709,normal,0
TRX-002961,555,validacion,5.79,0,normal,validacion,0.047762766,normal,0
TRX-002962,556,validacion,26.69,0,normal,validacion,0.039538186,normal,0
TRX-002963,557,validacion,3.82,0,normal,validacion,0.076587446,baja,1
TRX-002965,646,prueba,21.85,0,normal,prueba,0.05011337,normal,0
TRX-002968,647,prueba,0.51,1,descuento_fuera_politica,prueba,0.14969529,alta,1
TRX-002969,558,validacion,5.05,0,normal,validacion,0.053082816,normal,0
TRX-002970,559,validacion,4.14,1,descuento_fuera_politica,validacion,0.33750573,alta,1
TRX-002971,648,prueba,2.22,0,normal,prueba,0.047708612,normal,0
TRX-002974,560,validacion,2.65,1,efectivo_descuento_alto,validacion,0.10726095,alta,1
TRX-002978,561,validacion,83.17,1,devolucion_monto_alto,validacion,0.16153628,alta,1
TRX-002979,562,validacion,-5.0,1,monto_inconsistente,validacion,0.07228709,baja,1
TRX-002983,563,validacion,5.45,0,normal,validacion,0.058502603,normal,0
TRX-002984,564,validacion,2.71,0,normal,validacion,0.056051556,normal,0
TRX-002986,649,prueba,3.98,0,normal,prueba,0.046704713,normal,0
TRX-002991,650,prueba,154.31,1,devolucion_monto_alto,prueba,0.3904933,alta,1
TRX-002992,651,prueba,12.74,0,normal,prueba,0.038878582,normal,0
TRX-002996,652,prueba,2.38,0,normal,prueba,0.055096395,normal,0
TRX-002997,653,prueba,19.89,0,normal,prueba,0.049044434,normal,0
TRX-002998,565,validacion,11.32,0,normal,validacion,0.054047376,normal,0
TRX-002999,566,validacion,4.87,0,normal,validacion,0.048550706,normal,0
TRX-003001,654,prueba,2.52,1,efectivo_descuento_alto,prueba,0.07110948,baja,1
TRX-003002,655,prueba,0.0,1,monto_inconsistente,prueba,0.049681947,normal,0
TRX-003003,567,validacion,2.1,1,efectivo_descuento_alto,validacion,0.16891806,alta,1
TRX-003004,568,validacion,12.3,1,descuento_fuera_politica,validacion,0.14897756,alta,1
TRX-003010,656,prueba,180.06,1,devolucion_monto_alto,prueba,0.7602534,alta,1
TRX-003011,657,prueba,7.96,1,descuento_fuera_politica,prueba,0.13030311,alta,1
TRX-003015,569,validacion,25.4,0,normal,validacion,0.050828908,normal,0
TRX-003018,570,validacion,8.76,0,normal,validacion,0.04913817,normal,0
TRX-003019,658,prueba,23.54,0,normal,prueba,0.03729251,normal,0
TRX-003020,571,validacion,2.64,0,normal,validacion,0.13923764,alta,1
TRX-003021,659,prueba,21.85,0,normal,prueba,0.04832998,normal,0
TRX-003030,572,validacion,25.31,0,normal,validacion,0.047841787,normal,0
TRX-003033,660,prueba,7.93,0,normal,prueba,0.033672765,normal,0
TRX-003035,573,validacion,24.66,0,normal,validacion,0.04959595,normal,0
TRX-003036,661,prueba,25.8,1,efectivo_descuento_alto,prueba,0.08094161,baja,1
TRX-003040,662,prueba,308.95,1,monto_extremo,prueba,2.7413025,alta,1
TRX-003041,574,validacion,5.43,0,normal,validacion,0.055645272,normal,0
TRX-003048,663,prueba,41.07,0,normal,prueba,0.046229765,normal,0
TRX-003051,664,prueba,0.53,1,efectivo_descuento_alto,prueba,0.16737065,alta,1
TRX-003060,665,prueba,4.78,1,descuento_fuera_politica,prueba,0.40611547,alta,1
TRX-003062,666,prueba,12.9,0,normal,prueba,0.051919132,normal,0
TRX-003063,667,prueba,6.08,0,normal,prueba,0.049785797,normal,0
TRX-003068,668,prueba,1.49,1,efectivo_descuento_alto,prueba,0.12566017,alta,1
TRX-003072,669,prueba,186.77,1,devolucion_monto_alto,prueba,0.6367471,alta,1
TRX-003074,575,validacion,12.24,0,normal,validacion,0.041147504,normal,0
TRX-003075,576,validacion,23.77,0,normal,validacion,0.048348457,normal,0
TRX-003076,670,prueba,5.24,0,normal,prueba,0.048474513,normal,0
TRX-003079,671,prueba,11.34,0,normal,prueba,0.040114436,normal,0
TRX-003081,672,prueba,2.35,0,normal,prueba,0.04623864,normal,0
TRX-003084,673,prueba,2.93,0,normal,prueba,0.050388087,normal,0
TRX-003085,577,validacion,34.69,0,normal,validacion,0.04649266,normal,0
TRX-003087,674,prueba,11.66,0,normal,prueba,0.039715957,normal,0
TRX-003088,675,prueba,7.83,0,normal,prueba,0.038509298,normal,0
TRX-003090,578,validacion,7.58,0,normal,validacion,0.04899438,normal,0
TRX-003092,579,validacion,5.89,0,normal,validacion,0.05444296,normal,0
TRX-003093,580,validacion,10.33,0,normal,validacion,0.045967553,normal,0
TRX-003095,676,prueba,2.39,1,efectivo_descuento_alto,prueba,0.23309028,alta,1
TRX-003096,581,validacion,1.0,0,normal,validacion,0.04762734,normal,0
TRX-003098,582,validacion,488.01,1,monto_extremo,validacion,4.6671524,alta,1
TRX-003099,583,validacion,16.38,0,normal,validacion,0.045766853,normal,0
TRX-003100,677,prueba,2.09,0,normal,prueba,0.050450154,normal,0
TRX-003102,678,prueba,100.22,1,devolucion_monto_alto,prueba,0.16759437,alta,1
TRX-003103,679,prueba,1.09,0,normal,prueba,0.05085951,normal,0
TRX-003107,680,prueba,3.29,0,normal,prueba,0.05030629,normal,0
TRX-003108,681,prueba,7.42,0,normal,prueba,0.059528064,normal,0
TRX-003114,584,validacion,15.21,0,normal,validacion,0.08173632,baja,1
TRX-003115,682,prueba,4.62,1,descuento_fuera_politica,prueba,0.46497086,alta,1
TRX-003125,683,prueba,4.17,1,efectivo_descuento_alto,prueba,0.16405736,alta,1
TRX-003126,684,prueba,97.45,1,empleado_anulaciones_altas,prueba,0.25830325,alta,1
TRX-003128,585,validacion,8.16,0,normal,validacion,0.048261277,normal,0
TRX-003129,586,validacion,1.31,0,normal,validacion,0.044438124,normal,0
TRX-003130,685,prueba,5.29,0,normal,prueba,0.045774665,normal,0
TRX-003131,686,prueba,27.05,1,venta_fuera_horario,prueba,0.09324579,media,1
TRX-003132,587,validacion,3.93,0,normal,validacion,0.040216085,normal,0
TRX-003134,588,validacion,3.32,0,normal,validacion,0.050533623,normal,0
TRX-003136,589,validacion,6.44,0,normal,validacion,0.050956134,normal,0
TRX-003137,687,prueba,1.3,0,normal,prueba,0.048969798,normal,0
TRX-003142,590,validacion,62.7,1,empleado_anulaciones_altas,validacion,0.09821479,media,1
TRX-003146,591,validacion,30.93,0,normal,validacion,0.051760834,normal,0
TRX-003149,592,validacion,3.23,0,normal,validacion,0.054126833,normal,0
TRX-003151,688,prueba,214.56,1,monto_extremo,prueba,1.1555351,alta,1
TRX-003153,593,validacion,18.82,0,normal,validacion,0.051231764,normal,0
TRX-003157,689,prueba,2.06,0,normal,prueba,0.047189623,normal,0
TRX-003159,594,validacion,7.37,1,descuento_fuera_politica,validacion,0.11215037,alta,1
TRX-003160,690,prueba,1.62,1,efectivo_descuento_alto,prueba,0.11488015,alta,1
TRX-003162,691,prueba,1.57,1,descuento_fuera_politica,prueba,0.14060096,alta,1
TRX-003164,595,validacion,3.88,1,venta_fuera_horario,validacion,0.06499299,baja,1
TRX-003165,692,prueba,26.82,0,normal,prueba,0.039685044,normal,0
TRX-003166,596,validacion,60.62,1,empleado_anulaciones_altas,validacion,0.4222872,alta,1
TRX-003168,693,prueba,9.53,1,venta_fuera_horario,prueba,0.113972984,alta,1
TRX-003169,694,prueba,13.29,0,normal,prueba,0.037957527,normal,0
TRX-003170,597,validacion,11.85,1,descuento_fuera_politica,validacion,0.16970584,alta,1
TRX-003173,695,prueba,2.39,0,normal,prueba,0.047510535,normal,0
